external_source,paper,method_or_table,band_um,flux_mjy,flux_regime,model_label,observed_euclidean_jy15_deg2,model_euclidean_jy15_deg2,log10_model_over_obs,sigma_log,chi2_log
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,20.9,10-30 mJy,25% ALESS,1.6486620404395218,2.3777487349315063,0.15903432062701792,0.17465432837761916,0.8291307266156855
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,25.8,10-30 mJy,25% ALESS,1.6925878301234498,1.8520645634396329,0.039104908296133556,0.19688179312817175,0.03945040184493571
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,31.8,30-100 mJy,25% ALESS,2.3168927488548867,1.5742586077070424,-0.16782985374582512,0.19832133141151095,0.7161427069095091
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,39.2,30-100 mJy,25% ALESS,2.114410270969764,1.2142302919427712,-0.24088819655024932,0.23708596347544525,1.0323319180094481
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,10.0,10-30 mJy,25% ALESS,8.146172,6.937657684460648,-0.06974070840792768,0.11698253392598792,0.3554108325431087
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,19.952623,10-30 mJy,25% ALESS,8.279423,7.43869965717336,-0.04650304737767008,0.11383094838502175,0.16689453602152132
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,44.668359,30-100 mJy,25% ALESS,3.873282,4.881510763851564,0.10047513369160999,0.11663559448763422,0.742087251653573
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,100.0,100-300 mJy,25% ALESS,1.063676,1.5000693505657738,0.14930197738518086,0.14684149955029463,1.0337927866408796
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,199.818036,100-300 mJy,25% ALESS,0.4216965,1.8258234780542282,0.6364587908515473,0.18202825792094093,12.225396500705111
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,10.0,10-30 mJy,25% ALESS,6.456542,7.277396520599938,0.05197605832619989,0.15368186700719985,0.11438298511603034
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,19.952623,10-30 mJy,25% ALESS,6.441677,6.246260124002607,-0.013378878178994302,0.20937179699866468,0.004083222422072371
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,44.668359,30-100 mJy,25% ALESS,2.046968,2.7364690493215,0.12607948699997745,0.11930627314079803,1.1167663180758274
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,100.0,100-300 mJy,25% ALESS,0.2148484,1.4768099381960123,0.8371924824849108,0.14731066545746976,32.298492842976856
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,199.818036,100-300 mJy,25% ALESS,0.1368312,0.2241063865767517,0.21426909751253242,0.42245241379265,0.25725480127817235
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,10.0,10-30 mJy,25% ALESS,2.951209,4.457959275062895,0.1791361300939585,0.123811305738515,2.0933689015914325
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,19.952623,10-30 mJy,25% ALESS,1.618622,2.5277091803061276,0.19358166680017605,0.18857310541605432,1.0538260836399522
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,44.668359,30-100 mJy,25% ALESS,0.4435,0.9839577784447264,0.34608283911941146,0.12956865942806292,7.134445076754815
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,100.0,100-300 mJy,25% ALESS,0.04365158,0.49547512423819107,1.0550218873105566,0.198314321969985,28.30184708619298
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,199.818036,100-300 mJy,25% ALESS,0.03162278,0.3455393039914046,1.0384974074580597,0.3467650583890466,8.968920496306259
Clements et al. / Table 1,Clements et al.,Table 1,250,34.0,30-100 mJy,50% ALESS,7.006200655094297,3.8994253802427377,-0.25448195714096333,0.08541932080967753,8.875682625233747
Clements et al. / Table 1,Clements et al.,Table 1,250,38.0,30-100 mJy,50% ALESS,6.549274525414234,3.575712101804661,-0.2628306507538466,0.08580849269360762,9.381914573551963
Clements et al. / Table 1,Clements et al.,Table 1,250,42.0,30-100 mJy,50% ALESS,5.635422266054109,3.338653415733386,-0.22735512612566422,0.08757857846548715,6.73928337213101
Clements et al. / Table 1,Clements et al.,Table 1,250,47.0,30-100 mJy,50% ALESS,4.873878716587337,3.0909411127008553,-0.19778398668973574,0.08964072615821188,4.868234852995694
Clements et al. / Table 1,Clements et al.,Table 1,250,52.0,30-100 mJy,50% ALESS,4.26464387701392,2.7492505143305035,-0.1906684558856932,0.0924078307303731,4.257357773650585
Clements et al. / Table 1,Clements et al.,Table 1,250,56.0,30-100 mJy,50% ALESS,3.655409037440503,2.418662965326918,-0.17936062650798107,0.09607709433961949,3.4850940614924295
Clements et al. / Table 1,Clements et al.,Table 1,250,63.0,30-100 mJy,50% ALESS,2.9243272299524024,1.973085595497506,-0.17088004219563907,0.10120692236943768,2.850770448796662
Clements et al. / Table 1,Clements et al.,Table 1,250,73.0,30-100 mJy,50% ALESS,2.315092390378985,1.5887058376508376,-0.16352483611509136,0.11125051862294795,2.1605452008814954
Clements et al. / Table 1,Clements et al.,Table 1,250,83.0,30-100 mJy,50% ALESS,1.7363192927842388,1.4830790765348203,-0.06846528299019683,0.12063606640832533,0.3220968516538055
Clements et al. / Table 1,Clements et al.,Table 1,250,93.0,30-100 mJy,50% ALESS,1.279393163104176,1.3953664792016416,0.03768426016073369,0.1323684898306343,0.08104957811080228
Clements et al. / Table 1,Clements et al.,Table 1,250,125.0,100-300 mJy,50% ALESS,0.8833905173814548,1.3237399208849006,0.17564993327705652,0.149316829207623,1.3838163590126296
Clements et al. / Table 1,Clements et al.,Table 1,250,175.0,100-300 mJy,50% ALESS,0.4569261296800628,1.0015521748013185,0.3408275840932993,0.21053898988671294,2.620622119220878
Clements et al. / Table 1,Clements et al.,Table 1,250,250.0,100-300 mJy,50% ALESS,0.3350791617653794,0.902711359343153,0.43040148713482873,0.2792593617963595,2.375374249514304
Clements et al. / Table 1,Clements et al.,Table 1,350,38.0,30-100 mJy,50% ALESS,3.9600264572272112,1.8166975677376798,-0.3384154527477562,0.0918283334412337,13.58147586267689
Clements et al. / Table 1,Clements et al.,Table 1,350,41.0,30-100 mJy,50% ALESS,3.3507916176537944,1.649559805357564,-0.30777935467740847,0.09349500488591672,10.836827295893725
Clements et al. / Table 1,Clements et al.,Table 1,350,46.0,30-100 mJy,50% ALESS,2.8634037459950603,1.4252619746437116,-0.3029878902717589,0.09853681507848959,9.45482512317433
Clements et al. / Table 1,Clements et al.,Table 1,350,50.0,30-100 mJy,50% ALESS,2.0104749705922766,1.2893932534354158,-0.1929132772258501,0.10342610398063053,3.479075930229613
Clements et al. / Table 1,Clements et al.,Table 1,350,55.0,30-100 mJy,50% ALESS,1.5230870989335428,1.240045215161498,-0.08928721859968844,0.10922766162404425,0.6682105316861873
Clements et al. / Table 1,Clements et al.,Table 1,350,61.0,30-100 mJy,50% ALESS,1.279393163104176,1.1885737016380238,-0.031977908743551914,0.11238778882883355,0.08095839022513862
Clements et al. / Table 1,Clements et al.,Table 1,350,71.0,30-100 mJy,50% ALESS,0.852928775402784,1.1162178028700898,0.11683617839622601,0.12494029096840573,0.8744795549703611
Clements et al. / Table 1,Clements et al.,Table 1,350,82.0,30-100 mJy,50% ALESS,0.6092348395734172,1.0283523547749474,0.22735721602671266,0.1418972131570864,2.5672594036333165
Clements et al. / Table 1,Clements et al.,Table 1,350,91.0,30-100 mJy,50% ALESS,0.2741556778080377,0.9691659288660935,0.5484008934429838,0.18090525345592254,9.189543746973653
Clements et al. / Table 1,Clements et al.,Table 1,350,125.0,100-300 mJy,50% ALESS,0.213232193850696,0.7049046424538513,0.5192775956151896,0.20278189622254988,6.557537922057305
Clements et al. / Table 1,Clements et al.,Table 1,350,175.0,100-300 mJy,50% ALESS,0.1523087098933543,0.6724197342170336,0.6449157111388101,0.28606185873286266,5.082600816278273
Clements et al. / Table 1,Clements et al.,Table 1,350,250.0,100-300 mJy,50% ALESS,0.1827704518720251,0.8295307471775724,0.6569265025432119,0.2999854980602341,4.795490612052636
Clements et al. / Table 1,Clements et al.,Table 1,500,48.0,30-100 mJy,50% ALESS,0.5787730975947463,0.48447445011542745,-0.07723745767126944,0.14186164476391666,0.2964325969900987
Clements et al. / Table 1,Clements et al.,Table 1,500,52.0,30-100 mJy,50% ALESS,0.3960026457227211,0.46249036591610265,0.0674046029421202,0.13988630224663234,0.23218209691361627
Clements et al. / Table 1,Clements et al.,Table 1,500,56.0,30-100 mJy,50% ALESS,0.3350791617653794,0.4608715875376425,0.1384325146104829,0.15680249027895285,0.779417772261457
Clements et al. / Table 1,Clements et al.,Table 1,500,60.0,30-100 mJy,50% ALESS,0.2315092390378985,0.4593696341563437,0.2975939560517532,0.1809977332706501,2.7033479110240224
Clements et al. / Table 1,Clements et al.,Table 1,500,63.0,30-100 mJy,50% ALESS,0.1766781034762909,0.45831044305263535,0.4139770244383612,0.1826375417946137,5.1377429376828445
Clements et al. / Table 1,Clements et al.,Table 1,500,70.0,30-100 mJy,50% ALESS,0.1766781034762909,0.4560314838145885,0.4118120980754184,0.16996285112503418,5.870704035866524
Clements et al. / Table 1,Clements et al.,Table 1,500,82.0,30-100 mJy,50% ALESS,0.1127084453210821,0.3724321581353698,0.5190907143972863,0.21536910329920447,5.8092453723263855
Clements et al. / Table 1,Clements et al.,Table 1,500,95.0,30-100 mJy,50% ALESS,0.0578773097594746,0.3047043825493243,0.7213703645709609,0.31399071061367817,5.278165380358547
Clements et al. / Table 1,Clements et al.,Table 1,500,150.0,100-300 mJy,50% ALESS,0.0426464387701392,0.3744624667515622,0.9435255230058324,0.30812894149136344,9.376533750787678
Clements et al. / Table 1,Clements et al.,Table 1,500,250.0,100-300 mJy,50% ALESS,0.0868159646392119,0.5395634785459025,0.7934429506970846,0.3936265757228707,4.063147494268274
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,250,19.5,10-30 mJy,50% ALESS,9.017507836501386,6.0516838171294935,-0.17321029908539476,0.08996265919387215,3.7070022940940928
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,250,41.8,30-100 mJy,50% ALESS,3.8809737424406254,3.349593992697202,-0.06394853543571133,0.09755251591408877,0.42971870301082027
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,250,89.3,30-100 mJy,50% ALESS,1.510527538139541,1.4260573346107126,-0.024991660552297817,0.13429219121108674,0.034632887855568485
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,250,191.0,100-300 mJy,50% ALESS,0.0252687301851443,0.8888952746979466,1.5462671794089344,0.36869132021697704,17.58908503644834
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,350,19.5,10-30 mJy,50% ALESS,4.831550557897798,4.406231736521199,-0.040019194183048,0.10262004716281758,0.15208005441332687
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,350,41.8,30-100 mJy,50% ALESS,2.523136257402593,1.60956532661373,-0.1952320965677935,0.1160223901933145,2.8315146951036887
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,350,89.3,30-100 mJy,50% ALESS,0.3069931232350126,0.9796250935400304,0.5039312540234575,0.18580575306843308,7.3557045151147635
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,350,191.0,100-300 mJy,50% ALESS,0.1454063651432898,0.7079598069937448,0.687425184067171,0.30275261784500845,5.155550711535178
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,500,15.5,10-30 mJy,50% ALESS,2.7341934931185707,1.9539702496737896,-0.14591129837709332,0.11820216589390371,1.523796511743874
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,500,33.2,30-100 mJy,50% ALESS,0.6513961828025355,0.799018911072102,0.08871184899891703,0.14011841589323384,0.40084163502059744
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,500,71.0,30-100 mJy,50% ALESS,0.0950924138539357,0.4532820742002136,0.6782226726969895,0.22409196847631394,9.159927257732447
Oliver et al. / Table 2,Oliver et al.,Table 2,250,23.8,10-30 mJy,50% ALESS,5.323866093160368,5.630752256142397,0.02433929603004259,0.19589963526349652,0.015436497644530119
Oliver et al. / Table 2,Oliver et al.,Table 2,250,37.5,30-100 mJy,50% ALESS,5.309001872093681,3.6083210075804226,-0.16770771169381982,0.15499342727388896,1.1707913444811195
Oliver et al. / Table 2,Oliver et al.,Table 2,250,58.9,30-100 mJy,50% ALESS,3.077685356582988,2.216505445010123,-0.1425554156837449,0.20661861591902325,0.47602366707988314
Oliver et al. / Table 2,Oliver et al.,Table 2,250,85.9,30-100 mJy,50% ALESS,2.042205016169377,1.4560333860893562,-0.14692800535592593,0.22904143569151292,0.4115106231625575
Oliver et al. / Table 2,Oliver et al.,Table 2,250,166.2,100-300 mJy,50% ALESS,0.7203632993618143,1.074571240413808,0.17368363449128177,0.24655096896816203,0.49625439921332054
Oliver et al. / Table 2,Oliver et al.,Table 2,350,23.8,10-30 mJy,50% ALESS,2.9281263512382023,3.703320298244299,0.1020014625963358,0.2628888540997468,0.1505457333290344
Oliver et al. / Table 2,Oliver et al.,Table 2,350,37.5,30-100 mJy,50% ALESS,2.903360398801232,1.8475186507052794,-0.19631211755838274,0.19241465214470665,1.0409213958577601
Oliver et al. / Table 2,Oliver et al.,Table 2,350,58.9,30-100 mJy,50% ALESS,1.3593110324908195,1.2057452984019807,-0.052063264610192464,0.2751723727179793,0.03579753617200719
Oliver et al. / Table 2,Oliver et al.,Table 2,350,85.9,30-100 mJy,50% ALESS,0.724653392834295,1.001511065368173,0.1405254221157921,0.28072730610443414,0.2505765818979892
Oliver et al. / Table 2,Oliver et al.,Table 2,350,166.2,100-300 mJy,50% ALESS,0.2126786883830118,0.652302812731887,0.4867252779056285,0.2622872363116778,3.4436062666344447
Oliver et al. / Table 2,Oliver et al.,Table 2,500,23.8,10-30 mJy,50% ALESS,0.9582958967688664,1.3855892386483997,0.16013487309389818,0.39739059280140804,0.1623815474180046
Oliver et al. / Table 2,Oliver et al.,Table 2,500,37.5,30-100 mJy,50% ALESS,0.9124846967661014,0.6670345271554646,-0.13607727513542967,0.265177276418737,0.2633289436278128
Oliver et al. / Table 2,Oliver et al.,Table 2,500,58.9,30-100 mJy,50% ALESS,0.4103580475443983,0.45977196798255693,0.04937953426448549,0.39138319300548735,0.015918041583615695
Oliver et al. / Table 2,Oliver et al.,Table 2,500,85.9,30-100 mJy,50% ALESS,0.1515184366835344,0.34956181980222195,0.3630585108202572,0.3423090702985172,1.1249065096310376
Oliver et al. / Table 2,Oliver et al.,Table 2,500,166.2,100-300 mJy,50% ALESS,0.0445939185319218,0.402955150534946,0.9559810751462673,0.3855915651852263,6.14672154774079
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,10.7,10-30 mJy,50% ALESS,2.5697550249959176,6.73712275994627,0.41858273691904024,0.09887573963281798,17.92186230030153
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,12.3,10-30 mJy,50% ALESS,3.094552617535474,6.857733851845038,0.34558275464753757,0.09599805254824262,12.959232406334289
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,14.1,10-30 mJy,50% ALESS,3.7703932763566073,6.638595966573088,0.24568958544821462,0.09354460786450831,6.898203109352988
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,16.1,10-30 mJy,50% ALESS,6.604377338859135,6.43247069916278,-0.011454061955028405,0.08850380183290657,0.016749243710600725
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,18.4,10-30 mJy,50% ALESS,5.841070414614741,6.180154189892419,0.024506868793917946,0.08980422690947583,0.0744701269507361
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,21.1,10-30 mJy,50% ALESS,6.066960714634062,5.881469355928355,-0.01348534419968539,0.09027786156799258,0.022313183916085316
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,24.2,10-30 mJy,50% ALESS,9.714824156609186,5.596901508120636,-0.23948727960461413,0.08797255752686456,7.410891683088532
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,27.7,10-30 mJy,50% ALESS,8.074446365978476,4.875200250999718,-0.2191202948678732,0.0907359894113104,5.831846022280995
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,31.7,30-100 mJy,50% ALESS,6.621331152421351,4.2087405084815455,-0.19679315880064674,0.0947927394055827,4.3099263167410005
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,36.3,30-100 mJy,50% ALESS,7.0448875060183465,3.6896582201096058,-0.28088792409324215,0.09694231718858363,8.395360395112963
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,41.6,30-100 mJy,50% ALESS,6.452659973174515,3.360623152827965,-0.28331896518873523,0.10152293805388997,7.787946123555128
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,47.6,30-100 mJy,50% ALESS,3.874620698369786,3.0641838576552836,-0.10191437380378704,0.11629432061387672,0.7679870005328149
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,54.5,30-100 mJy,50% ALESS,4.821240731755657,2.534894208191862,-0.27919897788670195,0.11846651102999568,5.554391040720122
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,62.4,30-100 mJy,50% ALESS,3.782049023180632,2.0059980259407966,-0.27539665259575496,0.1349212699408264,4.166356936554674
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,71.4,30-100 mJy,50% ALESS,2.714825725136257,1.6076863800797947,-0.22754062328134259,0.16075726845806795,2.0034414296096217
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,81.8,30-100 mJy,50% ALESS,2.1318457269627262,1.4946990447655755,-0.15420201638832345,0.19237112229345493,0.6425402650167616
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,93.7,30-100 mJy,50% ALESS,1.5267101769749332,1.389770387652585,-0.04081354681806526,0.24693739121792882,0.027317123390856443
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,10.8,10-30 mJy,50% ALESS,1.1911980597180911,5.847961706554824,0.691020542780671,0.12117562731804309,32.520061877094214
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,12.6,10-30 mJy,50% ALESS,1.651070252593246,5.6138364427990055,0.5314942026929976,0.11135088964659036,22.782935526754954
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,14.7,10-30 mJy,50% ALESS,3.8949460089472177,5.255628788775487,0.1301232409694234,0.0940260907832944,1.9151949271984254
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,17.2,10-30 mJy,50% ALESS,4.143666160183844,4.914154688481427,0.0740640644938586,0.09332911731385185,0.6297682568496245
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,20.0,10-30 mJy,50% ALESS,5.516154430834284,4.3100066933965975,-0.10715847161141212,0.09109797694091618,1.3836796585026385
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,23.3,10-30 mJy,50% ALESS,4.553062226316941,3.7725343707735073,-0.08167038058269727,0.09427258376959965,0.7505132060676909
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,27.2,10-30 mJy,50% ALESS,6.283988793927678,3.0435316284735556,-0.31485758258868635,0.09325562354578347,11.399301823734556
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,31.7,30-100 mJy,50% ALESS,6.6296154022301605,2.36885715133926,-0.4469494624601349,0.09584576824034843,21.745577864550462
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,37.0,30-100 mJy,50% ALESS,5.725090917291388,1.879286961023413,-0.48378928735622845,0.10209620706034737,22.453977275779504
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,43.1,30-100 mJy,50% ALESS,3.9293352785023976,1.5481557287588972,-0.4045044432876539,0.11440420259122053,12.501514709711639
